firstName,lastName,randomNum,username,email,password,location,latitude,longitude,joining_date
Guy,Berger,656,Guy656,bguy656@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Rafael,Tate,3,Rafael3,trafael3@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Kessie,Gamble,462,Kessie462,gkessie462@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Jasper,Macdonald,451,Jasper451,mjasper451@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Lee,Gardner,508,Lee508,glee508@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Wesley,Larsen,227,Wesley227,lwesley227@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Darius,Holloway,348,Darius348,hdarius348@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Flavia,Juarez,318,Flavia318,jflavia318@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Justina,Rice,312,Justina312,rjustina312@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Walter,Good,583,Walter583,gwalter583@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Baxter,Swanson,406,Baxter406,sbaxter406@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Keegan,Travis,150,Keegan150,tkeegan150@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Sade,Armstrong,246,Sade246,asade246@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Basia,Leon,869,Basia869,lbasia869@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Hannah,Fischer,825,Hannah825,fhannah825@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Urielle,Miles,112,Urielle112,murielle112@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Walter,Randolph,699,Walter699,rwalter699@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Alden,Stout,850,Alden850,salden850@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Rhea,Ingram,287,Rhea287,irhea287@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Oprah,Lindsay,344,Oprah344,loprah344@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Sara,Herman,553,Sara553,hsara553@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Troy,Mckinney,284,Troy284,mtroy284@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Jerry,Dunn,763,Jerry763,djerry763@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Imani,Ferrell,832,Imani832,fimani832@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Eliana,Buck,193,Eliana193,beliana193@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Ruby,Solis,728,Ruby728,sruby728@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Berk,Copeland,824,Berk824,cberk824@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Juliet,Bass,380,Juliet380,bjuliet380@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Tana,Wallace,780,Tana780,wtana780@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Scott,Lang,607,Scott607,lscott607@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Jin,Fitzpatrick,583,Jin583,fjin583@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Audra,Farrell,576,Audra576,faudra576@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Marvin,Bush,726,Marvin726,bmarvin726@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Lavinia,Le,73,Lavinia73,llavinia73@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Amelia,Morrow,693,Amelia693,mamelia693@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Gisela,Ewing,545,Gisela545,egisela545@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Indigo,Foster,193,Indigo193,findigo193@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Abra,Conner,268,Abra268,cabra268@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Robert,Giles,180,Robert180,grobert180@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Delilah,Zamora,618,Delilah618,zdelilah618@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Justin,Luna,910,Justin910,ljustin910@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Lester,Alexander,428,Lester428,alester428@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Nasim,Morrow,477,Nasim477,mnasim477@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Lucian,Walter,775,Lucian775,wlucian775@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Erich,Chen,357,Erich357,cerich357@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Jayme,Flowers,473,Jayme473,fjayme473@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Sybil,Gutierrez,190,Sybil190,gsybil190@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Amity,Davenport,133,Amity133,damity133@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Dolan,Rosario,651,Dolan651,rdolan651@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Gregory,Wynn,920,Gregory920,wgregory920@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Fuller,Buchanan,777,Fuller777,bfuller777@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Yoshio,Blair,88,Yoshio88,byoshio88@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Dillon,Decker,645,Dillon645,ddillon645@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Aladdin,Howard,535,Aladdin535,haladdin535@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Wesley,Eaton,798,Wesley798,ewesley798@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Olivia,Lowe,813,Olivia813,lolivia813@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Mallory,Stark,447,Mallory447,smallory447@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Heather,Curtis,556,Heather556,cheather556@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Simone,Johnson,211,Simone211,jsimone211@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Martha,Wheeler,459,Martha459,wmartha459@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Hakeem,Reed,630,Hakeem630,rhakeem630@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Herman,Freeman,170,Herman170,fherman170@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Nissim,Blackwell,408,Nissim408,bnissim408@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Sebastian,Thomas,693,Sebastian693,tsebastian693@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Serina,Chase,562,Serina562,cserina562@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Mason,Cash,315,Mason315,cmason315@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Bruno,Vang,317,Bruno317,vbruno317@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Logan,Ramos,742,Logan742,rlogan742@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Azalia,Delacruz,824,Azalia824,dazalia824@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Piper,Simmons,701,Piper701,spiper701@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Ronan,Middleton,928,Ronan928,mronan928@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Genevieve,Lane,250,Genevieve250,lgenevieve250@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Jason,Conrad,499,Jason499,cjason499@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Hollee,Noel,190,Hollee190,nhollee190@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Grace,Miranda,258,Grace258,mgrace258@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Matthew,Walter,720,Matthew720,wmatthew720@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Ross,Sosa,501,Ross501,sross501@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
Kitra,Noble,286,Kitra286,nkitra286@uvic.ca,$2a$10$2NC3ozp1b1YIgSb0tpEEEep83BUpAOz5xi4.dsyqqa80kXINQl5oO,V8R6N2,48.3784,-123.4156,2024-07-08T08:00:00.000Z
